userId,eventId,invited,user_reco,evt_p_reco,evt_c_reco,user_pop,frnd_infl,evt_pop,interested,not_interested
3044012,1918771225,0,0.0,0.2907353609955822,0.0,0.1754993885038728,0.0,-0.00024594195769798326,0,0
3044012,1502284248,0,0.0,0.9070794759945657,0.4477313019544685,0.1754993885038728,0.0,0.0,0,0
3044012,2529072432,0,65.23933108837772,0.0,0.0,0.1754993885038728,0.0,-0.00024594195769798326,1,0
3044012,3072478280,0,0.0,0.38163901601224615,0.18631485866870953,0.1754993885038728,0.0,0.0,0,0
3044012,1390707377,0,13.993136682288391,0.9999998614685541,0.02083538057219335,0.1754993885038728,0.0,0.00024594195769798326,0,0
3044012,1532377761,0,19.85201034295327,0.9999998749005556,0.02083538057219335,0.1754993885038728,0.0,-0.00024594195769798326,0,0
4236494,2352676247,0,0.0,1.5378143951020646,0.008777447965468574,0.12128006522625356,0.33333333333333337,0.0,0,0
4236494,152418051,0,11.988291132398349,0.9155264000060694,0.0934746637409547,0.12128006522625356,0.33333333333333337,-0.00024594195769798326,1,0
4236494,4203627753,0,5.086474238251508,1.4577616040448014,0.07032326158832203,0.12128006522625356,0.33333333333333337,-0.00024594195769798326,1,0
4236494,110357109,0,0.9999993509552996,1.5378143947994327,0.15036467633201062,0.12128006522625356,0.33333333333333337,0.0,0,0
4236494,799782433,0,0.9999991986553471,1.4577607461917066,0.16379792532927628,0.12128006522625356,0.33333333333333337,0.0,1,0
4236494,823015621,0,0.0,1.5378143951020646,0.26417136704718247,0.12128006522625356,0.33333333333333337,0.0,0,0
4236494,2790605371,0,5.262708603185919,2.457752240720917,0.08352737070076027,0.12128006522625356,0.33333333333333337,0.0004918839153959665,0,0
5574997,941853303,0,-3.3306690738754696e-16,0.0,0.0,0.05788830004076641,0.043478260869565216,0.0,1,0
5574997,623506969,0,0.0,1.0,0.0,0.05788830004076641,0.043478260869565216,-0.00024594195769798326,0,0
5574997,1116957623,0,0.0,1.0,0.0,0.05788830004076641,0.043478260869565216,0.0,0,0
5574997,1423412400,0,0.0,1.0,0.0,0.05788830004076641,0.043478260869565216,0.00024594195769798326,0,0
5574997,1916133216,0,0.0,0.5225899986542759,0.0,0.05788830004076641,0.043478260869565216,0.0,0,0
5574997,4227005710,0,0.30644671060829165,1.0,0.0,0.05788830004076641,0.043478260869565216,-0.00024594195769798326,0,0
7547671,3891122666,0,0.0,1.0,0.18311465313929798,0.01141459437423563,0.0,0.00024594195769798326,0,0
7547671,1500808029,0,0.0,0.422217386093022,0.0,0.01141459437423563,0.0,-0.00024594195769798326,0,0
7547671,2573061069,0,0.0,1.0,0.0,0.01141459437423563,0.0,0.00024594195769798326,0,0
7547671,1228445722,0,-2.220446049250313e-16,0.0,2.220446049250313e-16,0.01141459437423563,0.0,0.00024594195769798326,1,0
7547671,2433864694,0,0.0,0.29108920938180555,0.0,0.01141459437423563,0.0,0.0,0,0
7547671,3428807031,0,0.0,1.0,0.0,0.01141459437423563,0.0,0.0,0,0
10329108,1287318780,0,0.0,0.3979683052573696,0.0,0.32348145128414185,0.0,0.00024594195769798326,0,0
10329108,600752472,0,0.0,0.9999986497298112,0.0,0.32348145128414185,0.0,0.0,0,0
10329108,1940922842,0,0.0,0.3979683052573696,0.0,0.32348145128414185,0.0,0.0,0,0
10329108,788687116,0,0.0,0.3979683052573696,0.0,0.32348145128414185,0.0,0.0,0,0
10329108,40254649,0,0.6825970026754327,-1.1102230246251565e-16,-1.0,0.32348145128414185,0.0,0.00024594195769798326,1,0
10329108,86565862,0,0.0,0.3979683052573696,0.0,0.32348145128414185,0.0,0.0,0,0
13301498,3950787980,0,0.7692231079113314,2.0297254282088057,-1.0,0.23807582551977172,0.5,-0.00024594195769798326,1,0
13301498,3499428374,0,3.455351312495006,2.0299089090736073,0.1587489275456202,0.23807582551977172,0.5,-0.00024594195769798326,1,0
13301498,3802650890,0,0.0,1.7106483317254124,0.0,0.23807582551977172,0.5,0.0,0,0
13301498,97217712,0,2.6246795050601897,1.7106483311682774,0.0147572433179988,0.23807582551977172,0.5,0.0,0,0
13301498,2401458775,0,0.8936029514683093,1.7106483311682774,0.3445065816614805,0.23807582551977172,0.5,0.00024594195769798326,0,0
13301498,1737420203,0,2.2191884978293968,2.9405361705978343,0.004837785913777877,0.23807582551977172,0.5,0.0,0,0
13301498,907302600,0,21.216929980640565,2.0300923155933224,0.13317887437992182,0.23807582551977172,0.5,0.0,1,0
13301498,457253413,0,2.220446049250313e-16,2.0299089132365853,0.23054790227596555,0.23807582551977172,0.5,0.0,1,0
13301498,2198969023,0,0.0,1.7106483311682774,0.0,0.23807582551977172,0.5,0.0,0,0
13301498,955398943,0,106.8532695582472,3.0298813979229484,0.6852265217140543,0.23807582551977172,0.5,0.0,0,0
13301498,151676688,0,0.0,1.7106483317254124,0.8118971157650011,0.23807582551977172,0.5,-0.00024594195769798326,0,0
13301498,4059184428,0,0.0,1.7106483317254124,0.8547033966435225,0.23807582551977172,0.5,-0.00024594195769798326,0,0
13301498,4002702641,0,0.0,1.7106483317254124,0.3337004419653672,0.23807582551977172,0.5,0.0,0,0
13301498,1667438718,0,1.7663808663791758,1.7106483317254124,0.40862318863534175,0.23807582551977172,0.5,-0.00024594195769798326,0,0
14411090,753115138,0,1.6219553507468847,0.2051275095550218,0.5194529765728033,0.3255197717081125,-1.0,-0.00024594195769798326,1,0
14411090,825060275,0,0.0,0.6210641236647173,0.1763109370273691,0.3255197717081125,-1.0,0.0,0,0
14411090,1065213296,0,0.0,0.6210641236647173,0.3325502929897179,0.3255197717081125,-1.0,0.0,0,0
14411090,4193771689,0,0.0,1.0519894213959102,0.8027772633624606,0.3255197717081125,-1.0,-0.00024594195769798326,0,0
14411090,3956443206,0,0.0,1.0268321883594267,1.059658668382131,0.3255197717081125,-1.0,-0.00024594195769798326,0,0
14411090,1073827062,0,0.0,0.20512750955502224,0.5194529765728033,0.3255197717081125,-1.0,0.0,1,0
15469418,1790004322,0,0.9999988022185426,0.0625946213082912,0.004057790053623202,0.09070525886669384,1.25,0.0,0,0
15469418,955398943,0,106.85544825742188,0.4250224337834854,0.0025257640227380074,0.09070525886669384,1.25,0.0,0,0
15469418,986099040,0,4.8436866506478005,0.0625946213082912,0.0,0.09070525886669384,1.25,0.00024594195769798326,0,0
15469418,445373500,0,1.999999712756091,0.4250460222144819,0.0,0.09070525886669384,1.25,0.0,0,0
15469418,3794224297,0,0.0,0.0625946213082912,0.02214715442260492,0.09070525886669384,1.25,0.0004918839153959665,0,0
15469418,3234409400,0,0.0,0.0,0.0,0.09070525886669384,1.25,0.0,1,0
16210231,807439632,0,0.0,1.132619891322154,0.02054111662541424,0.1940481043620057,0.0,0.00024594195769798326,0,0
16210231,821546192,0,3.8047420998562496,1.568624786803194,0.08736828655405016,0.1940481043620057,0.0,0.0,1,0
16210231,2325542576,0,2.5819021347784408,1.1370207117783044,0.31596309366509434,0.1940481043620057,0.0,0.0,1,0
16210231,2415873572,0,3.9417091459564517,1.132619892408545,0.7397935102298832,0.1940481043620057,0.0,0.0,0,0
16210231,3946619910,0,0.0,1.132619891322154,0.0744476971416623,0.1940481043620057,0.0,0.0,0,0
