0.0052970825	-0.012615409	-0.07692732	-0.008274711	-0.03363449	0.00513329	0.050199047	0.042967282	-0.046415076	0.009368964	0.011657683	-0.035947077	0.03973224	-0.11903667	-0.018708577	-0.030872418
-0.17008902	-0.18825042	-0.22668451	0.0776384	0.19212276	0.14908963	0.21594363	-0.07630681	-0.14280136	-0.07151174	-0.09970497	-0.17972673	-0.15494622	0.0010288873	-0.22862342	-0.1611631
-0.027403753	-0.1565478	-0.16903995	-0.008102874	0.040701102	0.033373594	0.22361381	0.04537383	-0.08202581	0.042188734	0.048420552	-0.04186966	0.011240838	-0.24124663	-0.12753524	-0.03496215
0.025276925	-0.001461111	0.012094654	-0.044452883	-0.033614088	0.024486434	-0.0073969364	0.0036066063	-0.025118578	0.020391475	0.01071905	-0.0403767	-0.04823151	0.040341962	-0.01785352	-0.0010919683
-0.047708876	-0.13577653	-0.109093465	-0.15209709	-0.076509565	-0.08290876	0.10967744	0.08421479	-0.036817472	0.14517964	0.16444372	0.04553657	0.13917126	-0.3281412	-0.06394056	0.10555703
0.077277735	-5.617272e-05	-0.08419772	-0.17882311	-0.099685475	-0.10388186	0.03329989	0.15151922	0.07703201	0.13358672	0.10030039	0.13716419	0.1437754	-0.28309298	0.057136435	0.10727066
-0.03751887	-0.12212481	-0.12295738	-0.15746222	-0.021199107	-0.010942123	0.20038538	0.0964102	-0.04876349	0.059359044	0.08354244	0.052665852	0.11788586	-0.31223395	-0.10767741	0.015688065
-0.08243566	-0.16012926	-0.2556025	-0.02073328	-0.008119737	0.08523833	0.20484932	0.025336841	-0.11009883	0.05857906	0.007137513	-0.041027192	0.04684323	-0.15142737	-0.13776141	-0.017739465
-0.10699527	-0.19028062	-0.13107592	-0.12801255	0.070138365	0.041605663	0.1346248	-0.026835307	-0.13060568	0.069419615	0.013036756	-0.055604033	-0.024634046	-0.16362886	-0.05727082	0.018884795
-0.0010904692	-0.09739296	-0.12222868	-0.1197008	-0.11436978	-0.072911225	0.07738998	0.12620607	-0.0019806847	0.15148757	0.08828892	0.08959179	0.093015224	-0.2535682	0.0037206523	0.063254975
